ID,AUTHORS,PUBLICATION.YEAR,TraitNum,Trait.Name,Trait.Category.New,Trait.Source,Trait.Source.Info,Trait.Rationale,Rationale.Description,Notes,NOT A TRAIT?,
581,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk) ; Stockan, Jenni A.",2014,581.04,leafing period,temporal partitioning,3,"(Klotz et al. 2002), (Kleyer et al. 2008)",general,linked management and soil conditions with the vegetation,,,
581,"Pakeman, Robin J. (robin.pakeman@hutton.ac.uk) ; Stockan, Jenni A.",2014,581.13,activity period,temporal partitioning,3,"(Lindroth 1985, 1986, Luff 1998, 2007, Traugott 1998, Ribera et al. 1999, Forsythe 2000, Duff 2012)",general,traits related to life history,,,
590,"Pelosi, C. (celine.pelosi@versailles.inra.fr) ; Pey, B.; Hedde, M.; Caro, G.; Capowiez, Y.; Guernion, M.; Peigne, J.; Piron, D.; Bertrand, M.; Cluzeau, D.",2014,590.01,body length,body size,1,,general,traits that showed relevance to tillage effect,,,
590,"Pelosi, C. (celine.pelosi@versailles.inra.fr) ; Pey, B.; Hedde, M.; Caro, G.; Capowiez, Y.; Guernion, M.; Peigne, J.; Piron, D.; Bertrand, M.; Cluzeau, D.",2014,590.02,body mass: length ratio,body size,1,,general,traits that showed relevance to tillage effect,,,
590,"Pelosi, C. (celine.pelosi@versailles.inra.fr) ; Pey, B.; Hedde, M.; Caro, G.; Capowiez, Y.; Guernion, M.; Peigne, J.; Piron, D.; Bertrand, M.; Cluzeau, D.",2014,590.04,cocoon diameter,development,1,,general,traits that showed relevance to tillage effect,,,
590,"Pelosi, C. (celine.pelosi@versailles.inra.fr) ; Pey, B.; Hedde, M.; Caro, G.; Capowiez, Y.; Guernion, M.; Peigne, J.; Piron, D.; Bertrand, M.; Cluzeau, D.",2014,590.07,vertical distribution,dispersal,1,,general,traits that showed relevance to tillage effect,,,
590,"Pelosi, C. (celine.pelosi@versailles.inra.fr) ; Pey, B.; Hedde, M.; Caro, G.; Capowiez, Y.; Guernion, M.; Peigne, J.; Piron, D.; Bertrand, M.; Cluzeau, D.",2014,590.05,typhlosolis type,resource use,1,,general,traits that showed relevance to tillage effect,,,
590,"Pelosi, C. (celine.pelosi@versailles.inra.fr) ; Pey, B.; Hedde, M.; Caro, G.; Capowiez, Y.; Guernion, M.; Peigne, J.; Piron, D.; Bertrand, M.; Cluzeau, D.",2014,590.06,carbon preferences,resource use,1,,general,traits that showed relevance to tillage effect,,,
590,"Pelosi, C. (celine.pelosi@versailles.inra.fr) ; Pey, B.; Hedde, M.; Caro, G.; Capowiez, Y.; Guernion, M.; Peigne, J.; Piron, D.; Bertrand, M.; Cluzeau, D.",2014,590.03,epithelium type,unclassified,1,,general,traits that showed relevance to tillage effect,,,
594,"Piwosz, Kasia; Wiktor, Jozef Maria; Niemi, Andrea; Tatarek, Agnieszka; Michel, Christine",2014,594.06,bacteria population size,dispersal,1,,none,,,,
594,"Piwosz, Kasia; Wiktor, Jozef Maria; Niemi, Andrea; Tatarek, Agnieszka; Michel, Christine",2014,594.01,ice thickness,habitat,1,,none,,,,
594,"Piwosz, Kasia; Wiktor, Jozef Maria; Niemi, Andrea; Tatarek, Agnieszka; Michel, Christine",2014,594.02,phosphate%,resource use,1,,none,,,,
594,"Piwosz, Kasia; Wiktor, Jozef Maria; Niemi, Andrea; Tatarek, Agnieszka; Michel, Christine",2014,594.03,chlorophyl a%,resource use,1,,none,,,,
594,"Piwosz, Kasia; Wiktor, Jozef Maria; Niemi, Andrea; Tatarek, Agnieszka; Michel, Christine",2014,594.04,nitrate%,resource use,1,,none,,,,
594,"Piwosz, Kasia; Wiktor, Jozef Maria; Niemi, Andrea; Tatarek, Agnieszka; Michel, Christine",2014,594.05,Si%,resource use,1,,none,,,,
595,"Pool, Thomas K. (thomas.pool@univ-tlse3.fr) ; Grenouillet, Gael; Villeger, Sebastien",2014,595.01,max body length,body size,1,,general,reflect the diversity of fish strategies that exist within the study region,,,
595,"Pool, Thomas K. (thomas.pool@univ-tlse3.fr) ; Grenouillet, Gael; Villeger, Sebastien",2014,595.09,female maturity,development,1,,general,reflect the diversity of fish strategies that exist within the study region,,,
595,"Pool, Thomas K. (thomas.pool@univ-tlse3.fr) ; Grenouillet, Gael; Villeger, Sebastien",2014,595.03,rheophily,habitat,1,,general,reflect the diversity of fish strategies that exist within the study region,,,
595,"Pool, Thomas K. (thomas.pool@univ-tlse3.fr) ; Grenouillet, Gael; Villeger, Sebastien",2014,595.02,swimming factor,locomotion,1,,general,reflect the diversity of fish strategies that exist within the study region,,,
595,"Pool, Thomas K. (thomas.pool@univ-tlse3.fr) ; Grenouillet, Gael; Villeger, Sebastien",2014,595.05,life cycle duration,longevity,1,,general,reflect the diversity of fish strategies that exist within the study region,,,
595,"Pool, Thomas K. (thomas.pool@univ-tlse3.fr) ; Grenouillet, Gael; Villeger, Sebastien",2014,595.06,spawning habitat,reproduction,1,,general,reflect the diversity of fish strategies that exist within the study region,,,
595,"Pool, Thomas K. (thomas.pool@univ-tlse3.fr) ; Grenouillet, Gael; Villeger, Sebastien",2014,595.07,relative fecundity,reproduction,1,,general,reflect the diversity of fish strategies that exist within the study region,,,
595,"Pool, Thomas K. (thomas.pool@univ-tlse3.fr) ; Grenouillet, Gael; Villeger, Sebastien",2014,595.08,egg diameter,reproduction,1,,general,reflect the diversity of fish strategies that exist within the study region,,,
595,"Pool, Thomas K. (thomas.pool@univ-tlse3.fr) ; Grenouillet, Gael; Villeger, Sebastien",2014,595.1,parental care,reproduction,1,,general,reflect the diversity of fish strategies that exist within the study region,,,
595,"Pool, Thomas K. (thomas.pool@univ-tlse3.fr) ; Grenouillet, Gael; Villeger, Sebastien",2014,595.04,feeding diet,resource use,1,,general,reflect the diversity of fish strategies that exist within the study region,,,
598,"Price, Jodi N. (jodi.price@uwa.edu.au) ; Gazol, Antonio; Tamme, Riin; Hiiesalu, Inga; Paertel, Meelis",2014,598.03,height,body size,1,,general,traits related to resource acquisition and competative ability,,,
598,"Price, Jodi N. (jodi.price@uwa.edu.au) ; Gazol, Antonio; Tamme, Riin; Hiiesalu, Inga; Paertel, Meelis",2014,598.01,specific leaf area,growth allocation,1,,general,traits related to resource acquisition and competative ability,,,
598,"Price, Jodi N. (jodi.price@uwa.edu.au) ; Gazol, Antonio; Tamme, Riin; Hiiesalu, Inga; Paertel, Meelis",2014,598.02,leaf size,growth allocation,1,,general,traits related to resource acquisition and competative ability,,,
599,"Rader, Romina (RominaRader@gmail.com) ; Bartomeus, Ignasi; Tylianakis, Jason M.; Laliberte, Etienne",2014,599.01,body width,body size,1,,general,characterisics known to be important for the quantity and quality of pollination services,,,
599,"Rader, Romina (RominaRader@gmail.com) ; Bartomeus, Ignasi; Tylianakis, Jason M.; Laliberte, Etienne",2014,599.02,body depth,body size,1,,general,characterisics known to be important for the quantity and quality of pollination services,,,
599,"Rader, Romina (RominaRader@gmail.com) ; Bartomeus, Ignasi; Tylianakis, Jason M.; Laliberte, Etienne",2014,599.03,body length,body size,1,,general,characterisics known to be important for the quantity and quality of pollination services,,,
599,"Rader, Romina (RominaRader@gmail.com) ; Bartomeus, Ignasi; Tylianakis, Jason M.; Laliberte, Etienne",2014,599.06,behavior,development,1,,general,characterisics known to be important for the quantity and quality of pollination services,,,
599,"Rader, Romina (RominaRader@gmail.com) ; Bartomeus, Ignasi; Tylianakis, Jason M.; Laliberte, Etienne",2014,599.08,duration of flower visitation,longevity,1,,general,characterisics known to be important for the quantity and quality of pollination services,,,
599,"Rader, Romina (RominaRader@gmail.com) ; Bartomeus, Ignasi; Tylianakis, Jason M.; Laliberte, Etienne",2014,599.04,pollen vector,reproduction,1,,general,characterisics known to be important for the quantity and quality of pollination services,,,
599,"Rader, Romina (RominaRader@gmail.com) ; Bartomeus, Ignasi; Tylianakis, Jason M.; Laliberte, Etienne",2014,599.1,nesting behavior,reproduction,1,,general,characterisics known to be important for the quantity and quality of pollination services,,,
599,"Rader, Romina (RominaRader@gmail.com) ; Bartomeus, Ignasi; Tylianakis, Jason M.; Laliberte, Etienne",2014,599.05,larval feeding type,resource use,1,,general,characterisics known to be important for the quantity and quality of pollination services,,,
599,"Rader, Romina (RominaRader@gmail.com) ; Bartomeus, Ignasi; Tylianakis, Jason M.; Laliberte, Etienne",2014,599.07,foraging preference,resource use,1,,general,characterisics known to be important for the quantity and quality of pollination services,,,
599,"Rader, Romina (RominaRader@gmail.com) ; Bartomeus, Ignasi; Tylianakis, Jason M.; Laliberte, Etienne",2014,599.09,richness of pollen carried,unclassified,1,,general,characterisics known to be important for the quantity and quality of pollination services,,,not a valid trait
600,"Rader, Romina (rominarader@gmail.com) ; Birkhofer, Klaus; Schmucki, Reto; Smith, Henrik G.; Stjernman, Martin; Lindborg, Regina",2014,600.01,height,body size,3,"Klotz, Kuhn and Durka 2002, Kleyer et al. 2008",general,effect; traits that quantify the functional consequences of changes in biodiversity in response to landscape heterogeneity and management intesity,,,
600,"Rader, Romina (rominarader@gmail.com) ; Birkhofer, Klaus; Schmucki, Reto; Smith, Henrik G.; Stjernman, Martin; Lindborg, Regina",2014,600.03,specific leaf area,growth allocation,3,"Klotz, Kuhn and Durka 2002, Kleyer et al. 2010",general,effect; traits that quantify the functional consequences of changes in biodiversity in response to landscape heterogeneity and management intesity,,,
600,"Rader, Romina (rominarader@gmail.com) ; Birkhofer, Klaus; Schmucki, Reto; Smith, Henrik G.; Stjernman, Martin; Lindborg, Regina",2014,600.06,life cycle duration,longevity,3,"Klotz, Kuhn and Durka 2002, Kleyer et al. 2013",general,reponse; traits that quantify the functional consequences of changes in biodiversity in response to landscape heterogeneity and management intesity,,,
600,"Rader, Romina (rominarader@gmail.com) ; Birkhofer, Klaus; Schmucki, Reto; Smith, Henrik G.; Stjernman, Martin; Lindborg, Regina",2014,600.05,seed mass,reproduction,3,"Klotz, Kuhn and Durka 2002, Kleyer et al. 2012",general,reponse; traits that quantify the functional consequences of changes in biodiversity in response to landscape heterogeneity and management intesity,,,
600,"Rader, Romina (rominarader@gmail.com) ; Birkhofer, Klaus; Schmucki, Reto; Smith, Henrik G.; Stjernman, Martin; Lindborg, Regina",2014,600.07,pollination syndrome,reproduction,3,"Klotz, Kuhn and Durka 2002, Kleyer et al. 2014",general,reponse; traits that quantify the functional consequences of changes in biodiversity in response to landscape heterogeneity and management intesity,,,
600,"Rader, Romina (rominarader@gmail.com) ; Birkhofer, Klaus; Schmucki, Reto; Smith, Henrik G.; Stjernman, Martin; Lindborg, Regina",2014,600.09,reproduction mode,reproduction,3,"Klotz, Kuhn and Durka 2002, Kleyer et al. 2016",general,reponse; traits that quantify the functional consequences of changes in biodiversity in response to landscape heterogeneity and management intesity,,,
600,"Rader, Romina (rominarader@gmail.com) ; Birkhofer, Klaus; Schmucki, Reto; Smith, Henrik G.; Stjernman, Martin; Lindborg, Regina",2014,600.04,leaf phenology,temporal partitioning,3,"Klotz, Kuhn and Durka 2002, Kleyer et al. 2011",general,effect; traits that quantify the functional consequences of changes in biodiversity in response to landscape heterogeneity and management intesity,,,
600,"Rader, Romina (rominarader@gmail.com) ; Birkhofer, Klaus; Schmucki, Reto; Smith, Henrik G.; Stjernman, Martin; Lindborg, Regina",2014,600.02,growth form,unclassified,3,"Klotz, Kuhn and Durka 2002, Kleyer et al. 2009",general,effect; traits that quantify the functional consequences of changes in biodiversity in response to landscape heterogeneity and management intesity,,,
600,"Rader, Romina (rominarader@gmail.com) ; Birkhofer, Klaus; Schmucki, Reto; Smith, Henrik G.; Stjernman, Martin; Lindborg, Regina",2014,600.08,growth form,unclassified,3,"Klotz, Kuhn and Durka 2002, Kleyer et al. 2015",general,reponse; traits that quantify the functional consequences of changes in biodiversity in response to landscape heterogeneity and management intesity,,,
603,"Rejou-Mechain, Maxime (maxime.rejou@gmail.com) ; Flores, Olivier; Pelissier, Raphael; Fayolle, Adeline; Fauvet, Nicolas; Gourlet-Fleury, Sylvie",2014,603.01,dispersal mode,dispersal,1,,general,expected to be proxies for key functions in forest successional,,,
603,"Rejou-Mechain, Maxime (maxime.rejou@gmail.com) ; Flores, Olivier; Pelissier, Raphael; Fayolle, Adeline; Fauvet, Nicolas; Gourlet-Fleury, Sylvie",2014,603.04,leaf area,growth allocation,1,,general,expected to be proxies for key functions in forest successional,,,
603,"Rejou-Mechain, Maxime (maxime.rejou@gmail.com) ; Flores, Olivier; Pelissier, Raphael; Fayolle, Adeline; Fauvet, Nicolas; Gourlet-Fleury, Sylvie",2014,603.05,wood density,growth allocation,1,,general,expected to be proxies for key functions in forest successional,,,
603,"Rejou-Mechain, Maxime (maxime.rejou@gmail.com) ; Flores, Olivier; Pelissier, Raphael; Fayolle, Adeline; Fauvet, Nicolas; Gourlet-Fleury, Sylvie",2014,603.06,max diameter,growth allocation,1,,general,expected to be proxies for key functions in forest successional,,,
603,"Rejou-Mechain, Maxime (maxime.rejou@gmail.com) ; Flores, Olivier; Pelissier, Raphael; Fayolle, Adeline; Fauvet, Nicolas; Gourlet-Fleury, Sylvie",2014,603.02,N fixation,resource use,1,,general,expected to be proxies for key functions in forest successional,,,
603,"Rejou-Mechain, Maxime (maxime.rejou@gmail.com) ; Flores, Olivier; Pelissier, Raphael; Fayolle, Adeline; Fauvet, Nicolas; Gourlet-Fleury, Sylvie",2014,603.03,deciduousness,temporal partitioning,1,,general,expected to be proxies for key functions in forest successional,,,
612,"Rodriguez, D. (mdrodrig@mendoza-conicet.gob.ar) ; Ojeda, R. A.",2014,612.09,body size,body size,1,,general,"traits that influence the process of nutrient cycling throughout the capture, use or transformation of resources and for which there is abailable information for all the captured species",,,
612,"Rodriguez, D. (mdrodrig@mendoza-conicet.gob.ar) ; Ojeda, R. A.",2014,612.1,body weight,body size,1,,general,"traits that influence the process of nutrient cycling throughout the capture, use or transformation of resources and for which there is abailable information for all the captured species",,,
612,"Rodriguez, D. (mdrodrig@mendoza-conicet.gob.ar) ; Ojeda, R. A.",2014,612.04,torpor,environmental tolerance,1,,general,"traits that influence the process of nutrient cycling throughout the capture, use or transformation of resources and for which there is abailable information for all the captured species",,,
612,"Rodriguez, D. (mdrodrig@mendoza-conicet.gob.ar) ; Ojeda, R. A.",2014,612.06,fossoriality,habitat,1,,general,"traits that influence the process of nutrient cycling throughout the capture, use or transformation of resources and for which there is abailable information for all the captured species",,,
612,"Rodriguez, D. (mdrodrig@mendoza-conicet.gob.ar) ; Ojeda, R. A.",2014,612.11,habitat use,habitat,1,,general,"traits that influence the process of nutrient cycling throughout the capture, use or transformation of resources and for which there is abailable information for all the captured species",,,
612,"Rodriguez, D. (mdrodrig@mendoza-conicet.gob.ar) ; Ojeda, R. A.",2014,612.05,locomotion,locomotion,1,,general,"traits that influence the process of nutrient cycling throughout the capture, use or transformation of resources and for which there is abailable information for all the captured species",,,
612,"Rodriguez, D. (mdrodrig@mendoza-conicet.gob.ar) ; Ojeda, R. A.",2014,612.02,urine concentration,metabolism,1,,general,"traits that influence the process of nutrient cycling throughout the capture, use or transformation of resources and for which there is abailable information for all the captured species",,,
612,"Rodriguez, D. (mdrodrig@mendoza-conicet.gob.ar) ; Ojeda, R. A.",2014,612.03,kidney inner medulla to cortex ratio,metabolism,1,,general,"traits that influence the process of nutrient cycling throughout the capture, use or transformation of resources and for which there is abailable information for all the captured species",,,
612,"Rodriguez, D. (mdrodrig@mendoza-conicet.gob.ar) ; Ojeda, R. A.",2014,612.01,diet,resource use,1,,general,"traits that influence the process of nutrient cycling throughout the capture, use or transformation of resources and for which there is abailable information for all the captured species",,,
612,"Rodriguez, D. (mdrodrig@mendoza-conicet.gob.ar) ; Ojeda, R. A.",2014,612.07,activity period,temporal partitioning,1,,general,"traits that influence the process of nutrient cycling throughout the capture, use or transformation of resources and for which there is abailable information for all the captured species",,,
612,"Rodriguez, D. (mdrodrig@mendoza-conicet.gob.ar) ; Ojeda, R. A.",2014,612.08,sociability,unclassified,1,,general,"traits that influence the process of nutrient cycling throughout the capture, use or transformation of resources and for which there is abailable information for all the captured species",,,
615,"Romani, Anna M. (anna.romani@udg.cat) ; Borrego, Carles M.; Diaz-Villanueva, Veronica; Freixa, Anna; Gich, Frederic; Ylla, Irene",2014,615.05,photosynthetic efficiency,metabolism,1,,none,,,,
615,"Romani, Anna M. (anna.romani@udg.cat) ; Borrego, Carles M.; Diaz-Villanueva, Veronica; Freixa, Anna; Gich, Frederic; Ylla, Irene",2014,615.01,16S rRNA sequences,resource use,1,,none,,,,
